Id,Sales
1,4095.4065
2,6820.54
3,8393.657
4,6550.504
5,6960.8633
6,5427.183
7,6596.1025
8,7435.8433
9,4351.6577
10,5649.931
11,6623.106
12,7472.261
13,6797.0146
14,8022.6
15,5104.881
16,4289.866
17,5328.392
18,8851.302
19,10497.286
20,9266.059
21,7779.9624
22,4338.6255
23,5381.6934
24,4145.8994
25,7247.988
26,10820.626
27,8207.895
28,5483.799
29,5056.3564
30,4206.1147
31,5563.265
32,9369.777
33,6287.644
34,4945.174
35,4969.901
36,7080.393
37,3480.951
38,6481.8364
39,3953.4912
40,6317.643
41,5444.6533
42,5093.72
43,7828.921
44,6354.278
45,4668.7944
46,6180.5415
47,7056.355
48,10690.666
49,5733.2754
50,7430.0874
51,6395.0464
52,8102.265
53,6301.2466
54,8338.12
55,4243.2085
56,4666.684
57,5275.715
58,5778.594
59,8062.8076
60,6953.246
61,5241.943
62,7069.9746
63,5947.625
64,9149.891
65,3654.4543
66,11545.748
67,4299.733
68,5596.0386
69,7199.874
70,4531.4595
71,6566.109
72,5799.723
73,7575.542
74,5948.243
75,4890.498
76,6688.3887
77,7279.6533
78,6294.0757
79,5127.7017
80,6769.444
81,10201.047
82,5963.4253
83,4094.8674
84,6261.399
85,5389.1094
86,5187.027
87,6500.941
88,3647.9287
89,7722.562
90,5673.402
91,6628.3003
92,6526.5967
93,4386.909
94,5549.271
95,4553.6704
96,7458.7617
97,7926.3447
98,5222.9453
99,3911.5852
100,6883.238
101,5517.477
102,4927.84
103,7764.633
104,6254.0347
105,6605.117
106,5316.596
107,4216.4683
108,5605.2197
109,7070.8984
110,6294.969
111,8112.6797
112,7117.8457
113,4999.1636
114,8196.856
115,5404.8335
116,6900.689
117,8992.6875
118,6252.1616
119,9096.244
120,7543.007
121,6820.228
122,5389.5776
123,6603.4795
124,6994.8276
125,5933.105
126,3426.4414
127,4741.815
128,7071.95
129,5457.697
130,3699.8032
131,7886.548
132,6125.752
133,5424.4917
134,5638.3096
135,4784.3545
136,6753.265
137,6697.58
138,5975.323
139,5243.9526
140,5046.274
141,6133.339
142,3490.954
143,6089.174
144,4894.814
145,8115.132
146,6907.1475
147,5848.947
148,10883.581
149,4314.619
150,4756.099
151,9286.06
152,6080.788
153,7473.5586
154,7050.038
155,5289.0796
156,5917.78
157,5205.7993
158,8335.123
159,9903.529
160,6022.5396
161,3005.2231
162,4260.633
163,7766.011
164,8024.2686
165,5398.0234
166,6502.4224
167,4938.5664
168,4800.488
169,3013.8967
170,4610.873
171,6037.7666
172,6595.795
173,6292.2563
174,6163.454
175,7767.026
176,8306.4375
177,7252.1924
178,4567.976
179,8268.555
180,10242.604
181,5208.9873
182,7478.9985
183,5559.786
184,6150.437
185,3839.8372
186,6118.6284
187,5414.1094
188,7957.2
189,6816.281
190,7700.7124
191,6862.9775
192,5384.5117
193,7739.9106
194,17308.932
195,9452.608
196,4988.7295
197,2850.2544
198,5751.1113
199,7351.7437
200,5404.648
201,11553.194
202,17022.145
203,3676.7603
204,4986.807
205,8291.937
206,4596.626
207,7564.2583
208,5849.1924
209,7541.044
210,4298.597
211,5437.835
212,5243.5474
213,6431.7437
214,8592.52
215,5920.0596
216,5664.028
217,6528.638
218,4826.8384
219,4414.4233
220,7010.8555
221,5450.3003
222,5259.855
223,6589.564
224,5332.337
225,4943.118
226,6401.6855
227,6693.3535
228,7466.2065
229,6522.782
230,6832.1475
231,5659.395
232,3540.7046
233,5863.1714
234,5824.383
235,5995.45
236,4338.704
237,8289.052
238,7015.491
239,8546.393
240,6148.5547
241,5396.8555
242,4977.219
243,4015.4165
244,9537.929
245,4760.8687
246,7042.351
247,12781.392
248,6742.795
249,7618.243
250,4968.427
251,4215.998
252,7042.4053
253,3764.322
254,4994.6416
255,9323.577
256,5129.599
257,14491.339
258,12466.93
259,4502.662
260,5910.69
261,4670.8203
262,6526.5093
263,5450.664
264,9479.366
265,7719.941
266,9034.102
267,4336.156
268,7247.0137
269,4723.3916
270,7542.432
271,6319.3784
272,5831.3467
273,6216.471
274,5939.021
275,7958.2705
276,8562.89
277,5692.137
278,8849.739
279,6399.061
280,8961.105
281,4986.893
282,4775.752
283,5315.5215
284,8798.784
285,5520.082
286,8152.5996
287,5977.626
288,8805.609
289,4260.2104
290,7418.674
291,6000.7417
292,3866.4673
293,12098.675
294,14009.528
295,6067.922
296,5960.236
297,8260.516
298,9832.795
299,10374.881
300,5382.6377
301,7226.296
302,5466.224
303,7694.2812
304,3988.1753
305,5592.6294
306,5224.4297
307,5486.608
308,6368.7354
309,4739.2876
310,4789.828
311,6573.665
312,3617.9978
313,4465.0664
314,5877.06
315,6111.1294
316,8473.748
317,7362.6963
318,6715.6685
319,6103.82
320,6117.6895
321,10347.845
322,6631.298
323,5151.002
324,4457.6675
325,7460.2275
326,4221.8843
327,7218.6016
328,3260.4785
329,4660.151
330,7082.7495
331,5766.8955
332,4688.207
333,7456.38
334,9234.8545
335,11482.741
336,5620.9575
337,8716.535
338,2883.03
339,5166.1147
340,6713.696
341,4325.9165
342,6938.229
343,4531.192
344,5058.348
345,7969.146
346,9361.346
347,7924.704
348,5021.243
349,4603.9917
350,8217.543
351,6977.012
352,5574.78
353,5055.1704
354,6223.4
355,8756.186
356,4252.088
357,6184.4097
358,6967.4844
359,7128.47
360,10854.94
361,5054.8037
362,10426.428
363,6272.4854
364,4698.699
365,3504.8513
366,5508.9487
367,5348.9614
368,5820.202
369,7349.3037
370,4436.428
371,4461.308
372,6889.155
373,3301.7822
374,7321.4473
375,6283.7114
376,6832.838
377,8835.159
378,5533.581
379,7563.631
380,6066.528
381,5090.7046
382,5183.788
383,4663.8057
384,8909.832
385,6178.9624
386,4805.2383
387,6571.127
388,7975.3804
389,7081.879
390,5251.9507
391,7672.3726
392,5100.224
393,5880.805
394,5945.09
395,8093.0444
396,5900.8276
397,5286.1245
398,5204.9946
399,4645.707
400,3632.6357
401,5234.4644
402,7710.603
403,8251.296
404,9996.445
405,10474.835
406,7882.916
407,5134.1753
408,4898.3774
409,9852.349
410,9700.027
411,6561.3076
412,7561.705
413,7113.306
414,5498.8286
415,3956.5916
416,9532.618
417,6067.4077
418,6298.915
419,5478.1743
420,2929.5342
421,10700.53
422,5738.7295
423,5460.05
424,4940.512
425,5490.434
426,5857.4707
427,7072.49
428,6459.769
429,5320.2627
430,4284.077
431,3757.3533
432,2983.2532
433,6694.899
434,16874.11
435,4037.8738
436,5678.8857
437,5955.8555
438,5873.726
439,5105.976
440,4662.4893
441,4005.1401
442,6983.3833
443,6784.425
444,3457.685
445,7804.947
446,5334.203
447,4173.911
448,8343.283
449,7019.4595
450,8388.784
451,4753.9316
452,5876.881
453,4405.1167
454,4270.5303
455,12077.763
456,8544.16
457,6162.808
458,5439.65
459,4655.6064
460,5429.083
461,4597.4414
462,9201.694
463,4468.619
464,5315.501
465,7186.8535
466,4445.496
467,5766.1807
468,7130.557
469,6076.0405
470,6610.1206
471,3931.1177
472,4954.256
473,5958.0425
474,8043.0312
475,7956.904
476,6252.5728
477,4078.72
478,7284.8613
479,5515.598
480,4444.911
481,6643.1147
482,6600.168
483,6327.9297
484,5964.267
485,5775.41
486,5744.0186
487,5442.2856
488,6715.892
489,6125.0396
490,5780.4683
491,8189.692
492,5746.0234
493,4197.9233
494,10721.93
495,5524.6377
496,3322.0156
497,6810.836
498,7606.316
499,9034.516
500,5193.6157
501,5377.8965
502,5385.272
503,6845.838
504,5616.96
505,8177.244
506,2941.3381
507,5632.6616
508,5753.569
509,4978.943
510,4939.372
511,6118.1733
512,7978.378
513,5876.9536
514,7040.578
515,6660.503
516,7900.5723
517,4607.6245
518,6041.995
519,6191.497
520,7242.8755
521,7566.1265
522,4685.271
523,8543.28
524,5839.4165
525,7363.497
526,4243.0464
527,3324.3193
528,6830.929
529,5549.4297
530,8530.693
531,6339.056
532,5448.549
533,8106.949
534,6260.437
535,6647.6216
536,7171.229
537,6168.983
538,8061.669
539,10933.86
540,6682.8486
541,4433.5146
542,5139.6963
543,3870.105
544,0.0
545,7596.7607
546,5098.634
547,7373.173
548,4219.0664
549,6324.9014
550,5511.5186
551,8124.418
552,4740.0835
553,4745.47
554,5447.5254
555,5985.4585
556,4458.518
557,6431.1855
558,7333.3413
559,8264.227
560,7312.349
561,6737.0747
562,5685.2583
563,4282.717
564,4761.7812
565,9841.399
566,8227.377
567,6990.26
568,13856.945
569,5338.346
570,5113.359
571,5437.337
572,8063.13
573,8845.748
574,6571.8784
575,7507.7046
576,7601.958
577,6719.8843
578,6309.028
579,6182.994
580,4070.0867
581,4577.483
582,3883.7998
583,4827.018
584,8000.7256
585,14216.501
586,6350.3164
587,4590.029
588,6534.1445
589,4524.3086
590,5918.3496
591,4004.995
592,8252.705
593,6315.33
594,5774.276
595,12210.59
596,11269.638
597,4771.241
598,6308.233
599,4030.8518
600,5156.797
601,5105.8403
602,7446.552
603,4914.8486
604,4225.485
605,5356.3887
606,5411.8276
607,6085.9053
608,7509.8096
609,3680.3389
610,6527.1562
611,7872.2256
612,7144.4297
613,4930.3545
614,4420.8354
615,7611.5547
616,4668.3755
617,8503.337
618,4450.845
619,5119.4585
620,6463.8667
621,5319.3647
622,4127.641
623,4941.0864
624,6142.559
625,8320.232
626,9377.331
627,5386.6016
628,3817.903
629,5336.875
630,5460.0024
631,4791.7563
632,6176.376
633,5852.0156
634,9443.473
635,6463.83
636,5966.611
637,7416.8486
638,4624.401
639,8373.988
640,4840.8247
641,11684.052
642,5546.943
643,4954.696
644,5222.243
645,4361.9204
646,6680.3887
647,14746.944
648,4050.964
649,4645.0693
650,9008.197
651,5729.0615
652,6445.701
653,7336.112
654,5956.713
655,4548.9263
656,4263.291
657,8598.421
658,5791.234
659,6748.4814
660,7203.7676
661,4408.3525
662,6256.0806
663,5968.8193
664,3398.7356
665,7446.14
666,8198.6875
667,4525.2324
668,7875.2134
669,6862.2837
670,4471.8804
671,9021.231
672,6273.084
673,7619.893
674,4742.371
675,4676.9185
676,5673.2017
677,0.0
678,7144.5728
679,3742.3906
680,5517.3296
681,4330.9116
682,5904.797
683,6412.3105
684,6932.707
685,6317.5225
686,7956.548
687,5599.695
688,6054.4595
689,5912.5166
690,8075.335
691,8669.926
692,6312.1987
693,3307.341
694,5867.775
695,6513.501
696,3854.6013
697,9719.131
698,5096.3394
699,5690.905
700,8879.227
701,6173.697
702,3802.6409
703,9954.586
704,9377.357
705,5083.2383
706,7761.946
707,8705.478
708,5558.7046
709,4900.1855
710,5851.284
711,5044.392
712,5629.8096
713,6897.103
714,4495.025
715,6199.1313
716,7452.754
717,6200.745
718,7177.77
719,5400.5776
720,6203.081
721,4177.2764
722,7193.2915
723,6429.193
724,5960.935
725,5797.0796
726,6633.904
727,8413.372
728,5383.5107
729,4996.109
730,5906.582
731,6818.056
732,5674.0674
733,4119.7603
734,3731.8022
735,6600.8286
736,6968.8203
737,5188.007
738,7858.678
739,5722.825
740,5453.321
741,4962.4556
742,3305.9004
743,6068.7324
744,6084.6055
745,6667.653
746,7922.77
747,7162.5767
748,4731.06
749,7936.768
750,3832.228
751,3360.9084
752,7039.618
753,11149.532
754,7161.587
755,6895.1226
756,4266.3984
757,5894.4556
758,7343.86
759,6129.375
760,7769.344
761,5020.0317
762,4536.8
763,4980.263
764,5615.391
765,4984.4297
766,5214.107
767,4631.0786
768,3907.9048
769,6318.258
770,6487.507
771,4969.3037
772,5720.239
773,6672.971
774,5407.654
775,4630.1206
776,8473.571
777,6820.911
778,5365.602
779,3475.4343
780,10221.116
781,5779.482
782,5258.5156
783,7554.425
784,5842.2964
785,6610.335
786,5467.6
787,6392.3755
788,8900.04
789,10822.638
790,4763.603
791,4535.7095
792,5192.0107
793,5436.5176
794,5306.4907
795,6788.7876
796,8224.82
797,5347.972
798,4059.9875
799,5797.085
800,7642.6724
801,5010.486
802,6965.1787
803,3800.5527
804,6621.4517
805,7325.687
806,6371.129
807,7392.5986
808,5773.7085
809,3860.6643
810,6160.6104
811,6849.9844
812,8166.6763
813,6645.98
814,7317.3433
815,5893.5674
816,4373.6714
817,8477.637
818,4164.8813
819,9297.898
820,5683.4146
821,4079.3232
822,6741.2007
823,5797.599
824,6601.717
825,7879.7812
826,4146.1963
827,4709.2773
828,7086.3506
829,7651.7295
830,8970.656
831,5082.4385
832,5204.101
833,5402.813
834,5910.853
835,5386.3965
836,9365.971
837,8082.1465
838,9789.559
839,4161.5107
840,5521.282
841,0.0
842,7068.181
843,4964.936
844,9349.292
845,5987.462
846,5184.1685
847,4949.487
848,4922.5557
849,5077.1772
850,5608.6685
851,4481.82
852,4507.84
853,9130.199
854,6478.437
855,19148.592
856,6377.0376
857,4167.472
858,6773.3643
859,8396.18
860,6435.953
861,6622.7275
862,5671.206
863,7026.3516
864,7760.3394
865,4684.703
866,5460.8516
867,6672.6655
868,8070.1304
869,6725.0317
870,8259.499
871,5358.228
872,4418.547
873,5378.04
874,8468.684
875,10647.271
876,8969.167
877,7748.6104
878,4219.795
879,5411.0376
880,4473.57
881,7233.018
882,10414.105
883,8660.629
884,5688.257
885,5011.828
886,4078.3037
887,5339.7515
888,9340.113
889,6262.1274
890,5015.3857
891,5175.7856
892,7418.206
893,3648.7185
894,7111.5894
895,4263.279
896,6032.237
897,5410.511
898,5291.5117
899,7434.453
900,6648.4453
901,5252.4814
902,6423.511
903,6905.7837
904,9733.053
905,5662.2505
906,8170.602
907,6595.033
908,8093.299
909,6378.315
910,8609.259
911,4669.9473
912,4793.626
913,5103.854
914,5507.0786
915,8036.7134
916,6926.296
917,5824.572
918,6991.6396
919,6644.851
920,8762.752
921,3709.137
922,11707.274
